State,District,Block/Tehsil,Village,No. of Surface lift Schemes according to the annual cost of maintenance - Upto Rs. 1000,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.1000 to 10000 ,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.10000 to 50000,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.50000 to 100000,No. of Surface lift Schemes according to the annual cost of maintenance - More than Rs. 100000
CHHATISGARH,Bastar,Bastar,Narayanpal,12,0,0,0,0
CHHATISGARH,Bastar,Bastar,Pallibhatha,2,0,0,0,0
CHHATISGARH,Bastar,Bastar,Pallichakava,5,0,0,0,0
CHHATISGARH,Bastar,Bastar,Parachanpal,1,0,0,0,0
CHHATISGARH,Bastar,Bastar,Paschimtemara,1,0,0,0,0
CHHATISGARH,Bastar,Bastar,Rajpur,4,0,0,0,0
CHHATISGARH,Bastar,Bastar,Retavand,8,0,0,0,0
CHHATISGARH,Bastar,Bastar,Rotama,4,0,0,0,0
CHHATISGARH,Bastar,Bastar,Salemeta,8,1,0,0,0
CHHATISGARH,Bastar,Bastar,Saonrapaal,2,0,0,0,0
CHHATISGARH,Bastar,Bastar,Sitalavand,1,0,0,0,0
CHHATISGARH,Bastar,Bastar,Sivni,2,0,0,0,0
CHHATISGARH,Bastar,Bastar,Sorgaon,1,0,0,0,0
CHHATISGARH,Bastar,Bastar,Sudhapal,1,0,0,0,0
CHHATISGARH,Bastar,Bastar,Takaraguda,0,5,0,0,0
CHHATISGARH,Bastar,Bastar,Tiharalohanga,4,0,0,0,0
CHHATISGARH,Bastar,Bastar,Tikanpal,3,0,0,0,0
CHHATISGARH,Bastar,Bastar,Tiratha,1,0,0,0,0
CHHATISGARH,Bastar,Bastar,Ushari,1,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Alanaar,5,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Bhaluguda,1,2,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Bhejapadar,16,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Bilori,19,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Chitapadar,10,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Dhaniyalur,9,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Dharampura,1,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Dongam,2,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Htapadampur,1,18,1,0,0
CHHATISGARH,Bastar,Jagadalpur,Jagadalpur,0,1,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Kalacha,1,0,1,0,0
CHHATISGARH,Bastar,Jagadalpur,Karakapaal,2,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Karanpur,2,3,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Kumharavand,7,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Kushumpaal,3,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Nagarnaar,7,3,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Pakhanaguda,1,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Pushapaal,6,0,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Rampaal,1,1,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Sadguda,0,45,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Titirgaon,17,1,0,0,0
CHHATISGARH,Bastar,Jagadalpur,Upanpaal,8,4,0,0,0
CHHATISGARH,Bastar,Lohandiguda,Badanji,7,0,0,0,0
CHHATISGARH,Bastar,Lohandiguda,Badedharaur,0,1,1,0,0
CHHATISGARH,Bastar,Lohandiguda,Chandanpur,0,1,0,0,0
CHHATISGARH,Bastar,Lohandiguda,Chitrakot,18,0,0,0,0
CHHATISGARH,Bastar,Lohandiguda,Karekot,1,0,0,0,0
CHHATISGARH,Bastar,Lohandiguda,Korebeda,0,2,0,0,0
CHHATISGARH,Bastar,Lohandiguda,Mandar,12,0,0,0,0
CHHATISGARH,Bastar,Lohandiguda,Neganaar,2,0,0,0,0
CHHATISGARH,Bastar,Lohandiguda,Raygondi,1,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Arrakot,12,26,0,0,0
CHHATISGARH,Bastar,Tokapal,Bademarenga,18,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Bademorathapaal,19,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Baghanpaal,3,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Barupata,2,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Bhadishagaon,22,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Chhaparbhanpur,11,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Chhotemorathapal,8,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Chotimetavada,4,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Deurgaon,10,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Dharmaur,1,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Dongaripal,1,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Duganpaal,1,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Ghatdhanora,3,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Ghatsaragipaal,2,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Gudaramarenga,8,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Gumiyapaal,2,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Irikapaal,4,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Kalepaal,3,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Kandev Kurushapaal,1,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Karanji,15,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Kohakapal,5,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Kondalur,7,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Koyapaal,2,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Kurenga,15,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Mandava,0,4,0,0,0
CHHATISGARH,Bastar,Tokapal,Metavada,7,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Nainanaar,0,2,0,0,0
CHHATISGARH,Bastar,Tokapal,Nawagaon,7,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Palwa,11,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Parapa,3,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Potanaar,6,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Rajur,1,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Ransharagipaal,4,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Shoshanpaal,4,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Singanpur,19,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Sonarpaal,5,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Tahakapaal,4,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Taragaon,6,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Tekameta,16,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Telagaarapur,0,4,0,0,0
CHHATISGARH,Bastar,Tokapal,Telimarenga,3,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Tikaradhanora,5,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Tokapal,7,0,0,0,0
CHHATISGARH,Bastar,Tokapal,Totar,4,0,0,0,0
CHHATISGARH,Bemetara,Bemetara,Bahera,1,0,0,0,0
CHHATISGARH,Bemetara,Bemetara,Bijabhath,1,0,0,0,0
CHHATISGARH,Bemetara,Bemetara,Fari,1,0,0,0,0
CHHATISGARH,Bemetara,Bemetara,Karahai,1,0,0,0,0
CHHATISGARH,Bemetara,Bemetara,Khairi,1,0,0,0,0
CHHATISGARH,Bemetara,Bemetara,Khilora,1,0,0,0,0
CHHATISGARH,Bemetara,Bemetara,Mau,1,0,0,0,0
CHHATISGARH,Bemetara,Bemetara,Munarbod,2,0,0,0,0
CHHATISGARH,Bemetara,Berala,Bhilori,4,0,0,0,0
CHHATISGARH,Bemetara,Berala,Chandi,2,0,0,0,0
CHHATISGARH,Bemetara,Berala,devshara,4,0,0,0,0
CHHATISGARH,Bemetara,Berala,Dhaba,1,0,0,0,0
CHHATISGARH,Bemetara,Berala,Gudheli,1,0,0,0,0
CHHATISGARH,Bemetara,Berala,Khudamudi,5,0,0,0,0
CHHATISGARH,Bemetara,Berala,Mangalor,1,0,0,0,0
CHHATISGARH,Bemetara,Berala,Maniyari,1,0,0,0,0
CHHATISGARH,Bemetara,Berala,Reve,1,0,0,0,0
CHHATISGARH,Bemetara,Berala,Saldha,8,0,0,0,0
CHHATISGARH,Bemetara,Berala,Sankara,4,0,0,0,0
CHHATISGARH,Bemetara,Nawagarh,Karamshen,9,0,0,0,0
CHHATISGARH,Bemetara,Nawagarh,Kirata,9,0,0,0,0
CHHATISGARH,Bemetara,Nawagarh,Magarghata,2,0,0,0,0
CHHATISGARH,Bemetara,Nawagarh,Malda,3,0,0,0,0
CHHATISGARH,Bemetara,Nawagarh,Maro,1,0,0,0,0
CHHATISGARH,Bemetara,Nawagarh,Tohadi,8,0,0,0,0
CHHATISGARH,Bemetara,Saja,Bagdumar,1,0,0,0,0
CHHATISGARH,Bemetara,Saja,Budera,2,0,0,0,0
CHHATISGARH,Bemetara,Saja,Dehari,0,2,0,0,0
CHHATISGARH,Bemetara,Saja,Devkar,6,0,0,0,0
CHHATISGARH,Bemetara,Saja,Naukesha,0,1,0,0,0
CHHATISGARH,Bemetara,Thankhamhariya,Tharakapur,1,0,0,0,0
CHHATISGARH,Bijapur,Bhairamgarh,Farashegadh,1,0,0,0,0
CHHATISGARH,Bijapur,Bhairamgarh,Kodaka,2,0,0,0,0
CHHATISGARH,Bijapur,Bhairamgarh,Kodoli,1,0,0,0,0
CHHATISGARH,Bijapur,Bhairamgarh,Mangapeta,8,0,0,0,0
CHHATISGARH,Bijapur,Bhairamgarh,Petha,6,0,0,0,0
CHHATISGARH,Bijapur,Bhairamgarh,Podum,2,0,0,0,0
CHHATISGARH,Bijapur,Bhairamgarh,Telitekala,1,0,0,0,0
CHHATISGARH,Bijapur,Bhopalpattanam,Bhattiguda Urf Jajaalaguda,1,0,0,0,0
CHHATISGARH,Bijapur,Bhopalpattanam,Buraguda,1,0,0,0,0
CHHATISGARH,Bijapur,Bhopalpattanam,Goragunda,1,0,0,0,0
CHHATISGARH,Bijapur,Bhopalpattanam,Gungaaram,1,0,0,0,0
CHHATISGARH,Bijapur,Bhopalpattanam,Meghapur Urf Karakavaya,1,0,0,0,0
CHHATISGARH,Bijapur,Bhopalpattanam,Motakpalli,1,0,0,0,0
CHHATISGARH,Bijapur,Bijapur,Bhomamguda,0,1,0,0,0
CHHATISGARH,Bijapur,Bijapur,Cherapaal,3,2,0,0,0
CHHATISGARH,Bijapur,Bijapur,Chokhanapaal,2,0,0,0,0
CHHATISGARH,Bijapur,Bijapur,Kachalaaram,1,0,0,0,0
CHHATISGARH,Bijapur,Bijapur,Kamakanaar,0,1,0,0,0
CHHATISGARH,Bijapur,Bijapur,Metapal,0,1,0,0,0
CHHATISGARH,Bijapur,Bijapur,Paalnar,0,3,0,0,0
CHHATISGARH,Bijapur,Bijapur,Padeda,3,3,0,0,0
CHHATISGARH,Bijapur,Bijapur,Pedakorma,2,0,0,0,0
CHHATISGARH,Bijapur,Bijapur,Toyenaar,1,1,0,0,0
CHHATISGARH,Bilaspur,Bilaspur,Banka,3,0,0,0,0
CHHATISGARH,Bilaspur,Bilha,Bilha,1,0,0,0,0
CHHATISGARH,Bilaspur,Bilha,Kauhraud,1,0,0,0,0
CHHATISGARH,Bilaspur,Bilha,Kunwapali,1,0,0,0,0
CHHATISGARH,Bilaspur,Bilha,Podi,1,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Barapali,2,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Dadbachhali,1,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Darsagar,1,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Kunwajati,1,0,0,1,0
CHHATISGARH,Bilaspur,Kota,Lusda,1,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Majhagawan,1,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Manikapur,4,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Podi,1,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Sekar,2,0,0,0,0
CHHATISGARH,Bilaspur,Kota,Silpahari,2,0,0,0,0
CHHATISGARH,Bilaspur,Marwahi,Banshitola,2,0,0,0,0
CHHATISGARH,Bilaspur,Marwahi,Maoharitola,10,0,0,0,0
CHHATISGARH,Bilaspur,Masturi,Bashaha,1,0,0,0,0
CHHATISGARH,Bilaspur,Masturi,Khajuri,4,0,0,0,0
CHHATISGARH,Bilaspur,Masturi,Khodhara,1,0,0,0,0
CHHATISGARH,Bilaspur,Masturi,Khudubhatha,1,0,0,0,0
CHHATISGARH,Bilaspur,Pendra,Amaaru,1,0,0,0,0
CHHATISGARH,Bilaspur,Pendra,Baariumarav,4,0,0,0,0
CHHATISGARH,Bilaspur,Pendraroad,badavanddand,1,0,0,0,0
CHHATISGARH,Bilaspur,Takhatapur,Pakariya,1,0,0,0,0
CHHATISGARH,Dantevada,Badebacheli,Behnar,1,0,0,0,0
CHHATISGARH,Dantevada,Badebacheli,Kadampal,1,0,0,0,0
CHHATISGARH,Dantevada,Badebacheli,Kirandul,3,0,0,0,0
CHHATISGARH,Dantevada,Badebacheli,Kodenar,1,0,0,0,0
CHHATISGARH,Dantevada,Badebacheli,Madadee,1,0,0,0,0
CHHATISGARH,Dantevada,Badebacheli,Nerli,2,0,0,0,0
CHHATISGARH,Dantevada,Badebacheli,Potalee,1,0,0,0,0
CHHATISGARH,Dantevada,Dantevada,Kumharras,1,0,0,0,0
CHHATISGARH,Dantevada,Dantevada,Purantarai,1,0,0,0,0
CHHATISGARH,Dantevada,Geedam,Badetumnar,2,0,0,0,0
CHHATISGARH,Dantevada,Geedam,Janvaga,1,0,0,0,0
CHHATISGARH,Dantevada,Geedam,Siyanar,1,0,0,0,0
CHHATISGARH,Dantevada,Kuakonda,Mailavada,1,0,0,0,0
CHHATISGARH,Dantevada,Kuakonda,Penta,2,0,0,0,0
CHHATISGARH,Dhamatari,Dhamatari,Achhota,3,0,0,0,0
CHHATISGARH,Dhamatari,Dhamatari,Amethi,0,0,1,1,0
CHHATISGARH,Dhamatari,Dhamatari,Mudapar,0,1,0,0,0
CHHATISGARH,Dhamatari,Kurud,Koakdi,6,2,0,0,0
CHHATISGARH,Dhamatari,Magarload,Madeli,71,0,0,0,0
CHHATISGARH,Dhamatari,Sihava,Sambalpur,3,0,0,0,0
CHHATISGARH,Durg,Durg,Achhoti,0,5,1,0,0
CHHATISGARH,Durg,Durg,Anajora-kha,0,0,1,0,0
CHHATISGARH,Durg,Durg,Changori,0,6,0,0,0
CHHATISGARH,Durg,Durg,Chingari,0,3,0,0,0
CHHATISGARH,Durg,Durg,Kachandur,5,1,0,0,0
CHHATISGARH,Durg,Durg,Kohaka,1,0,0,0,0
CHHATISGARH,Durg,Durg,Kurud,1,0,0,0,0
CHHATISGARH,Durg,Durg,Mohalai,18,0,0,0,0
CHHATISGARH,Durg,Durg,Potiyakala,0,2,0,0,0
CHHATISGARH,Durg,Durg,Thanaod,1,0,0,0,0
CHHATISGARH,Durg,Paatan,Amalori,1,0,0,0,0
CHHATISGARH,Gariyaband,Gariyaband,aamidi,1,0,0,0,0
CHHATISGARH,Gariyaband,Gariyaband,kokdi,1,0,0,0,0
CHHATISGARH,Gariyaband,Gariyaband,phoolkarra,0,1,0,0,0
CHHATISGARH,Gariyaband,Gariyaband,potiya,0,1,0,0,0
CHHATISGARH,Gariyaband,Mainpur,Kodobhata,1,0,0,0,0
CHHATISGARH,Gariyaband,Mainpur,Madagmuda,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Akaltara,Pandariya,4,0,0,0,0
CHHATISGARH,Janjgir-Champa,Balaoda,Bachhaod,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Bhavareli,3,0,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Choriya,16,0,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Darribanjar,6,0,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Jagadalla,2,1,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Kadari,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Kosmanda,15,1,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Parasapali,12,0,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Piparda,10,0,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Sanjaygram,4,0,0,0,0
CHHATISGARH,Janjgir-Champa,Champa,Sivni,3,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Amalidiha,0,2,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Bandhapali,4,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Bhajpur,21,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Chhuchhubhantha,21,1,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Chhuhipaali,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Churaghatha,6,1,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Churteli,5,6,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Domanpur,0,4,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Faliyamuda,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Farashawani,13,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Gandamr,21,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Kansa,0,2,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Kanshidih,6,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Kanvlajhar,8,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Kaodiya,3,2,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Kataod,5,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Khaira,11,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Kirari,56,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Kosmanda,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Kusmul,3,20,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Latiyadih,1,10,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Putidih,1,1,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Sakarali,7,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Saraipali,17,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Shankerpali,28,0,0,0,0
CHHATISGARH,Janjgir-Champa,Dabhara,Uchchapinda,4,0,0,0,0
CHHATISGARH,Janjgir-Champa,Jaijaipur,Bavanbodhi,9,0,0,0,0
CHHATISGARH,Janjgir-Champa,Jaijaipur,Khairajhiti,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Jaijaipur,Semaradih,6,0,0,0,0
CHHATISGARH,Janjgir-Champa,Janjgir,Akalatari,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Janjgir,Amoda,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Amora,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Dharashiv,6,0,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Durpa,0,14,2,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Kansda,0,16,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Karmandi,0,4,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Karra,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Khaira,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Kutarabod,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Mudpaar,0,23,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Pachari,2,0,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Sendari,5,0,0,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Singhul,0,6,2,0,0
CHHATISGARH,Janjgir-Champa,Nawagarh,Thakuradiya,7,0,0,0,0
CHHATISGARH,Janjgir-Champa,Pamgarh,Bhaderiyapara,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Pamgarh,Kamrid,3,0,0,0,0
CHHATISGARH,Janjgir-Champa,Pamgarh,Manjhapara,3,0,0,0,0
CHHATISGARH,Janjgir-Champa,Pamgarh,Singhaldwip,1,0,0,0,0
CHHATISGARH,Janjgir-Champa,Pamgarh,Sukulpara,2,0,0,0,0
CHHATISGARH,Janjgir-Champa,Pamgarh,Tiwaripara,3,0,0,0,0
CHHATISGARH,Janjgir-Champa,Sakti,Dhanpur,0,2,2,0,0
CHHATISGARH,Jashpur,Bagicha,Akarikona,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Ambadand,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bachhranw,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bagdol,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bagicha,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bahora,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bamba,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Basen,4,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bedekona,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bhadiya,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bhadu,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bhatta,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,bhattikona,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bhawar,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bimda,4,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Birjudih,4,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bisodi,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Bodapahari,3,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Budadand,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Chalni,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Champa,4,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Chatakpur,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Chichali,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Chichli,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Chirodih,3,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Devdand,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Dhanguri,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Dobh,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Dodaramba,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Dondrahi,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Dumarkona,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Dumartoli,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Durgapara,10,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Ekamba,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Gaibuda,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Gamhariya,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,gamharkona,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Gaylunga,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Ghoghar,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Gudlu,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Gurguri,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Harradipa,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Hukarakona,3,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Incholi,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,jabla,5,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Jhagarpur,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Jurudand,3,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kamarima,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,kandrai,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Karma,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kavai,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Khakhara,5,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Khedar,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kodopara,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kopa,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kudmura,3,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kurkuriya,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kurumdonda,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kurumkela,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Kuruwa,3,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Laranga,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Lodena,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Loro,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Lota,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Mahadevjobla,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Mahuadih,5,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Maina,7,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Majhgaon,5,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Marangi,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Marol,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Mudi,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Nanhesar,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Natkela,4,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Odka,3,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Pandrapath,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,pandripani,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Pandripani,3,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Parasura,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Phooldih,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Phooljhar,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,pirai,4,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Puranga,5,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Ramsama,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Ranpur,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Ratba,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Rauni,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Rengola,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Rokda,1,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Sahidand,2,0,0,0,0
CHHATISGARH,Jashpur,Bagicha,Samarbar,7,0,0,0,0
